157 0 -157
156 3 -156
154 6 -155
153 9 -154
152 12 -153
151 15 -152
149 18 -151
148 20 -150
147 23 -149
145 26 -148
144 29 -147
142 31 -146
140 34 -145
139 37 -144
137 39 -143
135 41 -142
133 44 -141
132 46 -140
130 48 -139
128 51 -138
126 53 -137
124 55 -136
122 57 -135
120 59 -134
118 61 -133
115 63 -132
113 65 -131
111 66 -130
109 68 -129
107 70 -128
104 71 -127
102 73 -126
100 74 -125
98 76 -124
95 77 -123
93 78 -122
91 79 -121
88 80 -120
86 82 -119
83 83 -118
81 83 -117
79 84 -116
76 85 -115
74 86 -114
72 87 -113
69 87 -112
67 88 -111
64 88 -110
62 89 -109
60 89 -108
57 90 -107
55 90 -106
53 90 -105
50 90 -104
48 90 -103
46 90 -102
44 90 -101
41 90 -100
39 90 -99
37 90 -98
35 90 -97
33 90 -96
30 89 -95
28 89 -94
26 89 -93
24 88 -92
22 88 -91
20 87 -90
18 87 -89
16 86 -88
14 85 -87
12 85 -86
11 84 -85
9 83 -84
7 82 -83
5 81 -82
4 80 -81
2 80 -80
0 79 -79
0 78 -78
-2 77 -77
-3 75 -76
-5 74 -75
-6 73 -74
-7 72 -73
-9 71 -72
-10 70 -71
-11 69 -70
-12 67 -69
-14 66 -68
-15 65 -67
-16 64 -66
-17 62 -65
-18 61 -64
-19 60 -63
-20 58 -62
-20 57 -61
-21 56 -60
-22 54 -59
-23 53 -58
-23 51 -57
-24 50 -56
-24 49 -55
-25 47 -54
-25 46 -53
-26 44 -52
-26 43 -51
-26 42 -50
-27 40 -49
-27 39 -48
-27 38 -47
-27 36 -46
-27 35 -45
-28 34 -44
-28 32 -43
-28 31 -42
-27 30 -41
-27 28 -40
-27 27 -39
-27 26 -38
-27 25 -37
-27 23 -36
-26 22 -35
-26 21 -34
-26 20 -33
-25 19 -32
-25 18 -31
-24 17 -30
-24 15 -29
-23 14 -28
-23 13 -27
-22 12 -26
-21 12 -25
-21 11 -24
-20 10 -23
-19 9 -22
-19 8 -21
-18 7 -20
-17 7 -19
-16 6 -18
-16 5 -17
-15 5 -16
-14 4 -15
-13 3 -14
-12 3 -13
-11 2 -12
-10 2 -11
-9 2 -10
-8 1 -9
-7 1 -8
-7 0 -7
-6 0 -6
-5 0 -5
-4 0 -4
-3 0 -3
-2 0 -2
-1 0 -1
0 0 0
0 0 0
1 0 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 1 7
8 1 8
9 1 9
10 2 10
11 2 11
12 3 12
13 3 13
14 4 14
15 4 15
15 5 16
16 6 17
17 6 18
18 7 19
19 8 20
19 9 21
20 10 22
21 11 23
21 11 24
22 12 25
23 13 26
23 14 27
24 15 28
24 16 29
25 17 30
25 19 31
26 20 32
26 21 33
26 22 34
27 23 35
27 24 36
27 26 37
27 27 38
27 28 39
27 29 40
28 31 41
28 32 42
28 33 43
27 35 44
27 36 45
27 37 46
27 39 47
27 40 48
27 41 49
26 43 50
26 44 51
25 46 52
25 47 53
24 48 54
24 50 55
23 51 56
23 53 57
22 54 58
21 55 59
21 57 60
20 58 61
19 59 62
18 61 63
17 62 64
16 63 65
15 65 66
14 66 67
13 67 68
11 68 69
10 70 70
9 71 71
8 72 72
6 73 73
5 74 74
3 75 75
2 76 76
0 77 77
0 78 78
-2 79 79
-3 80 80
-5 81 81
-7 82 82
-9 83 83
-10 84 84
-12 84 85
-14 85 86
-16 86 87
-18 87 88
-20 87 89
-22 88 90
-24 88 91
-26 89 92
-28 89 93
-30 89 94
-32 90 95
-34 90 96
-37 90 97
-39 90 98
-41 90 99
-43 90 100
-45 90 101
-48 90 102
-50 90 103
-52 90 104
-55 90 105
-57 90 106
-59 89 107
-62 89 108
-64 88 109
-66 88 110
-69 87 111
-71 87 112
-74 86 113
-76 85 114
-78 85 115
-81 84 116
-83 83 117
-85 82 118
-88 81 119
-90 80 120
-92 78 121
-95 77 122
-97 76 123
-99 74 124
-102 73 125
-104 71 126
-106 70 127
-109 68 128
-111 67 129
-113 65 130
-115 63 131
-117 61 132
-119 59 133
-121 57 134
-123 55 135
-125 53 136
-127 51 137
-129 49 138
-131 47 139
-133 44 140
-135 42 141
-137 39 142
-138 37 143
-140 34 144
-142 32 145
-143 29 146
-145 26 147
-146 24 148
-148 21 149
-149 18 150
-151 15 151
-152 12 152
-153 9 153
-154 6 154
-155 3 155
-156 0 156
