3303969 -3303969 -3000
3222394 -3222394 -2992
3142833 -3142833 -2984
3065236 -3065236 -2977
2989555 -2989555 -2969
2915743 -2915743 -2962
2843753 -2843753 -2954
2773540 -2773540 -2947
2705061 -2705061 -2939
2638273 -2638273 -2932
2573134 -2573134 -2924
2509603 -2509603 -2917
2447641 -2447641 -2909
2387208 -2387208 -2902
2328268 -2328268 -2894
2270783 -2270783 -2887
2214717 -2214717 -2879
2160035 -2160035 -2872
2106704 -2106704 -2864
2054689 -2054689 -2857
2003959 -2003959 -2849
1954481 -1954481 -2842
1906224 -1906224 -2834
1859159 -1859159 -2827
1813257 -1813257 -2819
1768487 -1768487 -2812
1724823 -1724823 -2804
1682237 -1682237 -2797
1640702 -1640702 -2789
1600193 -1600193 -2782
1560684 -1560684 -2774
1522151 -1522151 -2767
1484569 -1484569 -2759
1447915 -1447915 -2752
1412166 -1412166 -2744
1377299 -1377299 -2737
1343293 -1343293 -2729
1310127 -1310127 -2722
1277780 -1277780 -2714
1246232 -1246232 -2707
1215462 -1215462 -2699
1185452 -1185452 -2692
1156183 -1156183 -2684
1127637 -1127637 -2677
1099796 -1099796 -2669
1072641 -1072641 -2662
1046158 -1046158 -2654
1020328 -1020328 -2647
995136 -995136 -2639
970566 -970566 -2632
946603 -946603 -2624
923231 -923231 -2617
900436 -900436 -2609
878204 -878204 -2602
856522 -856521 -2594
835374 -835374 -2587
814748 -814748 -2579
794632 -794632 -2572
775013 -775013 -2564
755878 -755877 -2557
737215 -737215 -2549
719013 -719013 -2542
701260 -701260 -2534
683946 -683946 -2527
667060 -667059 -2519
650590 -650590 -2512
634527 -634527 -2504
618860 -618860 -2497
603580 -603580 -2489
588678 -588678 -2482
574143 -574143 -2474
559968 -559968 -2467
546142 -546142 -2459
532658 -532658 -2452
519506 -519506 -2444
506680 -506680 -2437
494170 -494170 -2429
481969 -481969 -2422
470069 -470069 -2414
458463 -458463 -2407
447143 -447143 -2399
436103 -436103 -2392
425336 -425336 -2384
414834 -414834 -2377
404592 -404592 -2369
394602 -394602 -2362
384860 -384860 -2354
375357 -375357 -2347
366090 -366090 -2339
357051 -357051 -2332
348235 -348235 -2324
339637 -339637 -2317
331252 -331252 -2309
323073 -323073 -2302
315096 -315096 -2294
307317 -307316 -2287
299729 -299729 -2279
292329 -292328 -2272
285111 -285111 -2264
278072 -278071 -2257
271206 -271206 -2249
264510 -264510 -2242
257979 -257979 -2234
251610 -251609 -2227
245397 -245397 -2219
239338 -239338 -2212
233429 -233429 -2204
227666 -227665 -2197
222045 -222044 -2189
216562 -216562 -2182
211215 -211215 -2174
206000 -206000 -2167
200914 -200914 -2159
195954 -195953 -2152
191116 -191115 -2144
186397 -186397 -2137
181795 -181794 -2129
177306 -177306 -2122
172928 -172928 -2114
