0 0 0
1 0 0
1 -1 0
2 -1 0
2 -1 1 
3 -1 1
3 -2 1
4 -2 1
4 -2 2
4 -3 2 
4 -4 2
5 -4 2
5 -5 2
5 -5 3
6 -5 3
6 -6 3
6 -7 3
7 -7 3
7 -8 3
7 -8 4
8 -8 4
8 -9 4
9 -9 4
9 -10 4
10 -10 4
10 -10 5
11 -10 5
12 -10 5
13 -10 5
13 -9 5
14 -9 5
14 -8 5
14 -8 6
15 -8 6
15 -7 6
16 -7 6
16 -6 6
16 -5 6
16 -5 5
17 -5 5
17 -4 5
18 -4 5
18 -3 5
18 -2 5
18 -2 4
19 -2 4
19 -1 4
20 -1 4
21 -1 4
22 -1 4
22 -1 3
23 -1 3
24 -1 3
24 -2 3
25 -2 3
25 -3 3
25 -4 3
25 -4 2
26 -4 2
26 -5 2
27 -5 2
27 -6 2
27 -7 2
28 -7 2
28 -7 1
28 -8 1
29 -8 1
29 -9 1
30 -9 1
30 -10 1
31 -10 1
31 -10 0
32 -10 0
33 -10 0
34 -10 0
34 -9 0
34 -9 -1
35 -9 -1
35 -8 -1
36 -8 -1
36 -7 -1
36 -7 0
36 -6 0
37 -6 0
37 -5 0
38 -5 0
38 -4 0
39 -4 0
39 -3 0
39 -2 0
40 -2 0
40 -2 1
40 -1 1
41 -1 1
42 -1 1
43 -1 1
44 -1 1
45 -1 1
45 -2 1
45 -3 1
45 -3 2
45 -4
