287 -59 60
290 -53 54
292 -48 48
293 -42 42
295 -36 36
296 -30 30
297 -24 24
298 -18 18
299 -12 12
299 -6 6
299 0 0
299 5 -5
299 11 -11
298 17 -17
298 23 -23
297 29 -29
295 35 -35
294 41 -41
292 47 -47
290 52 -53
288 58 -59
285 63 -65
283 69 -71
280 74 -77
277 79 -82
273 84 -88
270 89 -94
266 94 -100
262 98 -105
258 103 -111
254 107 -116
250 111 -122
245 115 -127
240 119 -133
236 122 -138
231 126 -143
225 129 -149
220 132 -154
215 135 -159
209 137 -164
204 139 -169
198 141 -174
193 143 -179
187 145 -183
181 146 -188
175 147 -193
169 148 -197
163 149 -202
157 149 -206
151 149 -210
145 149 -215
139 149 -219
133 149 -223
127 148 -227
121 147 -231
115 146 -234
110 144 -238
104 142 -242
98 140 -245
93 138 -249
87 136 -252
82 133 -255
76 130 -258
71 127 -261
66 124 -264
61 121 -267
56 117 -270
52 113 -272
47 109 -275
43 105 -277
39 101 -279
35 96 -281
31 92 -283
28 87 -285
24 82 -287
21 77 -289
18 72 -290
15 66 -292
13 61 -293
10 55 -294
8 50 -295
6 44 -296
5 38 -297
3 32 -298
2 27 -298
1 21 -299
0 15 -299
0 9 -299
0 3 -299
0 -2 -299
0 -8 -299
0 -14 -299
1 -20 -299
2 -26 -298
3 -32 -298
4 -38 -297
6 -44 -296
8 -49 -295
10 -55 -294
12 -60 -293
15 -66 -292
18 -71 -290
21 -76 -289
24 -82 -287
27 -86 -285
31 -91 -283
35 -96 -281
39 -100 -279
43 -105 -277
47 -109 -275
51 -113 -272
56 -117 -270
61 -120 -267
66 -124 -264
71 -127 -261
76 -130 -258
81 -133 -255
87 -136 -252
92 -138 -249
98 -140 -246
103 -142 -242
109 -144 -238
115 -145 -235
121 -147 -231
127 -148 -227
133 -149 -223
139 -149 -219
145 -149 -215
151 -149 -211
157 -149 -207
163 -149 -202
169 -148 -198
175 -147 -193
180 -146 -189
186 -145 -184
192 -143 -179
198 -142 -174
203 -139 -169
209 -137 -164
214 -135 -159
220 -132 -154
225 -129 -149
230 -126 -144
235 -123 -138
240 -119 -133
245 -115 -128
249 -112 -122
254 -107 -117
258 -103 -111
262 -99 -106
266 -94 -100
270 -89 -94
273 -85 -89
276 -80 -83
279 -74 -77
282 -69 -71
285 -64 -65
287 -58 -60
290 -53 -54
292 -47 -48
294 -41 -42
295 -36 -36
296 -30 -30
298 -24 -24
298 -18 -18
299 -12 -12
299 -6 -6
299 0 0
299 5 5
299 11 11
298 17 17
298 23 23
297 29 29
295 35 35
294 40 41
292 46 47
290 52 53
288 57 59
285 63 65
283 68 70
280 74 76
277 79 82
274 84 88
270 89 93
266 93 99
263 98 105
259 102 110
254 107 116
250 111 121
245 115 127
241 119 132
236 122 138
231 125 143
226 129 148
221 132 153
215 134 158
210 137 164
204 139 168
199 141 173
193 143 178
187 145 183
181 146 188
175 147 192
170 148 197
164 149 201
158 149 206
152 149 210
146 149 214
140 149 219
134 149 223
128 148 227
122 147 230
116 146 234
110 144 238
104 143 241
99 141 245
93 138 248
88 136 252
82 134 255
77 131 258
72 128 261
67 124 264
62 121 267
57 117 269
52 114 272
48 110 274
43 106 277
39 101 279
35 97 281
31 92 283
28 87 285
24 82 287
21 77 288
18 72 290
15 67 291
13 61 293
10 56 294
8 50 295
6 45 296
5 39 297
3 33 298
2 27 298
1 21 299
0 15 299
0 9 299
0 3 299
0 -2 299
0 -8 299
0 -14 299
1 -20 299
2 -26 298
3 -32 298
4 -37 297
6 -43 296
8 -49 295
10 -54 294
12 -60 293
15 -65 292
18 -71 290
20 -76 289
24 -81 287
27 -86 285
31 -91 284
34 -96 282
38 -100 279
42 -104 277
47 -109 275
51 -113 272
56 -117 270
60 -120 267
65 -124 265
70 -127 262
76 -130 259
81 -133 256
86 -135 252
92 -138 249
97 -140 246
103 -142 242
109 -144 239
114 -145 235
120 -147 231
126 -148 227
132 -148 224
138 -149 219
144 -149 215
150 -149 211
156 -149 207
162 -149 202
168 -148 198
174 -147 193
180 -146 189
186 -145 184
192 -143 179
197 -142 175
203 -140 170
209 -137 165
214 -135 160
219 -132 155
225 -129 149
230 -126 144
235 -123 139
240 -119 134
244 -116 128
249 -112 123
253 -108 117
258 -104 112
262 -99 106
266 -95 100
269 -90 95
273 -85 89
276 -80 83
279 -75 78
282 -70 72
285 -64 66
287 -59 60
290 -53 54
292 -48 48
293 -42 42
295 -36 36
296 -30 30
297 -24 24
298 -18 18
299 -12 12
299 -6 6
299 0 0
299 5 -5
299 11 -11
298 17 -17
298 23 -23
297 29 -29
295 35 -35
294 41 -41
292 47 -47
290 52 -53
