time,current
2022-08-06 01:30:00,10.015464023778113
2022-08-06 01:31:00,10.796492135041776
2022-08-06 01:32:00,10.318580513898416
2022-08-06 01:33:00,10.402218176435815
2022-08-06 01:34:00,10.964859187171882
2022-08-06 01:35:00,10.108907473297746
2022-08-06 01:36:00,10.870915025117462
2022-08-06 01:37:00,10.622944748008383
2022-08-06 01:38:00,10.72100880586173
2022-08-06 01:39:00,10.76234852819698
2022-08-06 01:40:00,10.745140041393412
2022-08-06 01:41:00,10.89588410683444
2022-08-06 01:42:00,10.690660602878411
2022-08-06 01:43:00,10.823449841877911
2022-08-06 01:44:00,10.50567807368446
2022-08-06 01:45:00,10.781880834814109
2022-08-06 01:46:00,10.512957868792597
2022-08-06 01:47:00,10.426280840170019
2022-08-06 01:48:00,10.73479010035017
2022-08-06 01:49:00,10.114361678714138
2022-08-06 01:50:00,10.01023146328739
2022-08-06 01:51:00,10.914026718424553
2022-08-06 01:52:00,10.20025905413705
2022-08-06 01:53:00,10.384201971856006
2022-08-06 01:54:00,10.461513325672327
2022-08-06 01:55:00,10.263914308046777
2022-08-06 01:56:00,10.259670511809665
2022-08-06 01:57:00,10.057040979650663
2022-08-06 01:58:00,10.738401236668608
2022-08-06 01:59:00,10.740839746693384
2022-08-06 02:00:00,10.513291468455868
2022-08-06 02:01:00,10.657326445088163
2022-08-06 02:02:00,10.401189894249553
2022-08-06 02:03:00,10.34790166162218
2022-08-06 02:04:00,10.850749615935415
2022-08-06 02:05:00,10.870476817599393
2022-08-06 02:06:00,10.17953371504561
2022-08-06 02:07:00,10.996334692390548
2022-08-06 02:08:00,10.168450675948577
2022-08-06 02:09:00,10.863815237037738
2022-08-06 02:10:00,10.215436832177113
2022-08-06 02:11:00,10.63107085053283
2022-08-06 02:12:00,10.587264878394883
2022-08-06 02:13:00,10.695666804197067
2022-08-06 02:14:00,10.466904824016554
2022-08-06 02:15:00,10.954760322927996
2022-08-06 02:16:00,10.230683220481257
2022-08-06 02:17:00,10.171066475930857
2022-08-06 02:18:00,10.78940509529794
2022-08-06 02:19:00,10.056061854490984
2022-08-06 02:20:00,10.35905830370312
2022-08-06 02:21:00,10.553371387596691
2022-08-06 02:22:00,10.812357259348438
2022-08-06 02:23:00,10.176316364310514
2022-08-06 02:24:00,10.477422849842158
2022-08-06 02:25:00,10.267435737994633
2022-08-06 02:26:00,10.1412701905623
2022-08-06 02:27:00,10.173369562858097
2022-08-06 02:28:00,10.727460568240781
2022-08-06 02:29:00,10.359176049141615
2022-08-06 02:30:00,10.74682303299407
2022-08-06 02:31:00,10.531223852359005
2022-08-06 02:32:00,10.431951637747476
2022-08-06 02:33:00,10.072069428159718
2022-08-06 02:34:00,10.242316058804985
2022-08-06 02:35:00,10.227000784836818
2022-08-06 02:36:00,10.266999679448046
2022-08-06 02:37:00,10.675931756960571
2022-08-06 02:38:00,10.755903556203538
2022-08-06 02:39:00,10.307013848335277
2022-08-06 02:40:00,10.816192541565904
2022-08-06 02:41:00,10.332147194702655
2022-08-06 02:42:00,10.888393132853285
2022-08-06 02:43:00,10.168819945401356
2022-08-06 02:44:00,10.028598085797984
2022-08-06 02:45:00,10.505313848289276
2022-08-06 02:46:00,10.821637536257178
2022-08-06 02:47:00,10.785415498858736
