time,current
2022-08-06 01:30:00,10.345532093608723
2022-08-06 01:31:00,10.874060904407528
2022-08-06 01:32:00,10.76924685677418
2022-08-06 01:33:00,10.183151064929607
2022-08-06 01:34:00,10.423655687756236
2022-08-06 01:35:00,10.637239121914412
2022-08-06 01:36:00,10.376164233896024
2022-08-06 01:37:00,10.99301538467467
2022-08-06 01:38:00,10.930378698665322
2022-08-06 01:39:00,10.286913157402276
2022-08-06 01:40:00,10.770832138691476
2022-08-06 01:41:00,10.59655023682123
2022-08-06 01:42:00,10.898267089762928
2022-08-06 01:43:00,10.890802493332346
2022-08-06 01:44:00,10.142828642321971
2022-08-06 01:45:00,10.952329421189738
2022-08-06 01:46:00,10.66495203292489
2022-08-06 01:47:00,10.06019934809611
2022-08-06 01:48:00,10.752027738202392
2022-08-06 01:49:00,10.40646768867304
2022-08-06 01:50:00,10.841023422874262
2022-08-06 01:51:00,10.960875126756338
2022-08-06 01:52:00,10.102332998881806
2022-08-06 01:53:00,10.094558103541688
2022-08-06 01:54:00,10.28229317061768
2022-08-06 01:55:00,10.19029889089362
2022-08-06 01:56:00,10.114450889997638
2022-08-06 01:57:00,10.131248484917998
2022-08-06 01:58:00,10.64772069491031
2022-08-06 01:59:00,10.666618514903467
2022-08-06 02:00:00,10.405570591909244
2022-08-06 02:01:00,10.466323021635825
2022-08-06 02:02:00,10.439020638541173
2022-08-06 02:03:00,10.110505508707845
2022-08-06 02:04:00,10.36666953914754
2022-08-06 02:05:00,10.450540944962029
2022-08-06 02:06:00,10.087703655713534
2022-08-06 02:07:00,10.01990694977079
2022-08-06 02:08:00,10.224705027915926
2022-08-06 02:09:00,10.61888450630648
2022-08-06 02:10:00,10.130201239269761
2022-08-06 02:11:00,10.934440338303368
2022-08-06 02:12:00,10.492014504816218
2022-08-06 02:13:00,10.290037439305573
2022-08-06 02:14:00,10.80014481244601
2022-08-06 02:15:00,10.035369843941835
2022-08-06 02:16:00,10.125347464755952
2022-08-06 02:17:00,10.378525447162168
2022-08-06 02:18:00,10.064188774801538
2022-08-06 02:19:00,10.793091846727183
2022-08-06 02:20:00,10.054357706721417
2022-08-06 02:21:00,10.558970014890837
2022-08-06 02:22:00,10.73620185776161
2022-08-06 02:23:00,10.168080224740724
2022-08-06 02:24:00,10.57794576095862
2022-08-06 02:25:00,10.642524647880824
2022-08-06 02:26:00,10.33630430791489
2022-08-06 02:27:00,10.739181503460365
2022-08-06 02:28:00,10.757051072803025
2022-08-06 02:29:00,10.303621366534722
2022-08-06 02:30:00,10.949759082762903
2022-08-06 02:31:00,10.864624853794036
2022-08-06 02:32:00,10.76892724565347
2022-08-06 02:33:00,10.958541787317472
2022-08-06 02:34:00,10.086206650972136
2022-08-06 02:35:00,10.115966540101297
2022-08-06 02:36:00,10.909039710011529
2022-08-06 02:37:00,10.484165572194645
2022-08-06 02:38:00,10.903334825062805
2022-08-06 02:39:00,10.47409176799933
2022-08-06 02:40:00,10.874888819950693
2022-08-06 02:41:00,10.085202904245659
2022-08-06 02:42:00,10.820280283240805
2022-08-06 02:43:00,10.412396549433467
2022-08-06 02:44:00,10.488391264146028
2022-08-06 02:45:00,10.161988274485402
2022-08-06 02:46:00,10.8550444666725
2022-08-06 02:47:00,10.872910168016745
2022-08-06 02:48:00,10.297289314491417
2022-08-06 02:49:00,10.783976316637906
2022-08-06 02:50:00,10.27536669001654
2022-08-06 02:51:00,10.086505556941699
2022-08-06 02:52:00,10.570738711873384
2022-08-06 02:53:00,10.228478358894233
2022-08-06 02:54:00,10.821667721842518
2022-08-06 02:55:00,10.13782707416302
2022-08-06 02:56:00,10.495283654637738
2022-08-06 02:57:00,10.433980957649096
2022-08-06 02:58:00,10.367669027864176
2022-08-06 02:59:00,10.846014564781711
2022-08-06 03:00:00,10.894920546960124
2022-08-06 03:01:00,10.437934810102792
2022-08-06 03:02:00,10.216982140583111
2022-08-06 03:03:00,10.08500913271233
2022-08-06 03:04:00,10.37815891647995
2022-08-06 03:05:00,10.657985983646924
2022-08-06 03:06:00,10.892936009858861
2022-08-06 03:07:00,10.972488541963386
2022-08-06 03:08:00,10.060589668405791
2022-08-06 03:09:00,10.250284184321123
2022-08-06 03:10:00,10.067812372644594
2022-08-06 03:11:00,10.23045663145786
